idx,dataset_source,Type_1,Type_4,sbert_euclid,sbert_cosine,sbert_norm,meteor,meteor_inv,meteor_norm,rouge_l,rouge_l_inv,rougel_norm,bertscore_f1,bertscore_inv,jaccard,jaccard_div,edit_norm,SDS,drift_category
10,mrpc,A federal magistrate in Fort Lauderdale ordered him held without bail .,A Fort Lauderdale federal magistrate denied him release on bond.,0.6071901917457581,0.8156601,0.5532596995411139,0.5251825500842539,0.47481744991574615,0.474665443388949,0.380952380952381,0.6190476190476191,0.6043956043956044,0.95217854,0.047821462,0.4,0.6,0.6197183098591549,0.547768029281579,High Drift
11,mrpc,"Six months ago , the IMF and Argentina struck a bare-minimum $ 6.8-billion debt rollover deal that expires in August .","Six months prior, the IMF and Argentina agreed to a minimal $6.8 billion debt renewal pact, expiring in August.",0.48977455496788025,0.88006055,0.43351342190470604,0.6545991602382579,0.3454008397617421,0.3452113754606601,0.6829268292682926,0.3170731707317074,0.29080675422138846,0.9396691,0.060330927,0.4642857142857143,0.5357142857142857,0.3050847457627119,0.3873116790792333,Medium Drift
12,mrpc,"Inhibited children tend to be timid with new people , objects , and situations , while uninhibited children spontaneously approach them .","Reserved children are often wary of novel people, items, and situations, while outgoing ones readily engage.",0.6492628455162048,0.789229,0.5961674741574297,0.3565695941297868,0.6434304058702132,0.643327201935588,0.29411764705882354,0.7058823529411764,0.6945701357466062,0.91718835,0.08281165,0.17857142857142858,0.8214285714285714,0.5401459854014599,0.6252799520308966,High Drift
13,mrpc,"I wanted to bring the most beautiful people into the most beautiful building , he said Sunday inside the Grand Central concourse .","On Sunday, within Grand Central's concourse, he stated his wish to gather the most stunning individuals in the most magnificent structure.",0.6518484950065613,0.7875469,0.598804447479206,0.3785593983784419,0.6214406016215581,0.6213310330547337,0.23255813953488372,0.7674418604651163,0.7584973166368515,0.9224998,0.077500224,0.27586206896551724,0.7241379310344828,0.7608695652173914,0.6352483384258406,High Drift
14,mrpc,"Singapore is already the United States ' 12th-largest trading partner , with two-way trade totaling more than $ 34 billion .","Singapore, a top 12 trade partner for the US, engages in over $34 billion of two-way commerce.",0.399189829826355,0.9203237,0.34113063589695275,0.333994708994709,0.6660052910052909,0.6659086210461028,0.27027027027027023,0.7297297297297298,0.7193347193347194,0.91673553,0.08326447,0.27586206896551724,0.7241379310344828,0.6854838709677419,0.4817270496143361,High Drift
15,mrpc,"The largest gains were seen in prices , new orders , inventories and exports .","The primary growth areas were prices, new orders, inventories, and exports.",0.653596818447113,0.7864056,0.6005874742536264,0.6545430672268908,0.3454569327731092,0.34526748470734164,0.6956521739130435,0.30434782608695654,0.2775919732441472,0.92980576,0.070194244,0.5333333333333333,0.4666666666666667,0.32051282051282054,0.4849243761424736,High Drift
16,mrpc,Trading in Loral was halted yesterday ; the shares closed on Monday at $ 3.01 .,"Loral's shares were suspended yesterday, having closed Monday at $3.01.",0.4547768235206604,0.8965892,0.3978210032326402,0.5089447463768116,0.49105525362318836,0.49090794689485934,0.5384615384615384,0.46153846153846156,0.44082840236686394,0.9258187,0.07418132,0.4444444444444444,0.5555555555555556,0.4936708860759494,0.4250398717919288,Medium Drift
17,mrpc,"He plans to have dinner with troops at Kosovo 's U.S. military headquarters , Camp Bondsteel .","He plans to eat with troops at Camp Bondsteel, the U.S. military's Kosovo headquarters.",0.40066003799438477,0.91973567,0.3426300269517001,0.7587691326530612,0.24123086734693877,0.24101125254732864,0.625,0.375,0.3509615384615385,0.9640436,0.035956383,0.7647058823529411,0.23529411764705888,0.5638297872340425,0.3239725743727935,Low Drift
18,mrpc,Retailers J.C. Penney Co . Inc . ( JCP ) and Walgreen Co . ( WAG ) kick things off on Monday .,Monday marks the start for retailers J.C. Penney (JCP) and Walgreen (WAG).,0.3556762635707855,0.93674725,0.2967533474132491,0.5480852402296139,0.4519147597703861,0.45175612438971186,0.5517241379310345,0.4482758620689655,0.4270557029177719,0.91554093,0.08445907,0.47368421052631576,0.5263157894736843,0.776595744680851,0.3538143739094462,Medium Drift
19,mrpc,Prosecutors filed a motion informing Lee they intend to seek the death penalty .,Prosecutors officially informed Lee of their intent to seek capital punishment.,0.5923909544944763,0.82453644,0.5381667049338321,0.34843750000000007,0.6515624999999999,0.6514616497829232,0.41666666666666663,0.5833333333333334,0.5673076923076923,0.9468586,0.053141415,0.2,0.8,0.475,0.5666538913784224,High Drift
20,mrpc,"Last year the court upheld Cleveland 's school voucher program , ruling 5-4 that vouchers are constitutional if they provide parents a choice of religious and secular schools .","Last year, the court, in a 5-4 vote, confirmed Cleveland's school voucher program was constitutional, provided it offered parents choices for both religious and secular schools.",0.25640004873275757,0.96712965,0.19550655004523482,0.6817410714285714,0.31825892857142857,0.3180616084349804,0.6071428571428571,0.3928571428571429,0.3695054945054946,0.9464805,0.053519487,0.47368421052631576,0.5263157894736843,0.4519774011299435,0.2548173506152359,Low Drift
21,mrpc,"Sorkin , who faces charges of conspiracy to obstruct justice and lying to a grand jury , was to have been tried separately .","Sorkin, indicted for conspiring to obstruct justice and lying to a grand jury, was scheduled for a separate trial.",0.4829515218734741,0.8833789,0.42655495506275737,0.519664797008547,0.48033520299145305,0.4801847934988312,0.6,0.4,0.37692307692307697,0.9485184,0.051481605,0.4,0.6,0.3387096774193548,0.427354547122036,Medium Drift
22,mrpc,"The US chip market is expected to decline 2.1 percent this year , then grow 15.7 percent in 2004 .","America's chip market will likely drop 2.1% this year, followed by 15.7% growth in 2004.",0.40406644344329834,0.91836524,0.3461040478216753,0.4734848484848485,0.5265151515151515,0.5263781081436653,0.5263157894736842,0.4736842105263158,0.45344129554655876,0.954363,0.04563701,0.37037037037037035,0.6296296296296297,0.5612244897959183,0.40362630943105005,Medium Drift
23,mrpc,"The group will be headed by State Department official John S. Wolf , who has served in Australia , Vietnam , Greece and Pakistan .","The group will be led by diplomat John S. Wolf from the State Department, with posts in Australia, Vietnam, Greece, and Pakistan.",0.38375383615493774,0.9263666,0.3253882455774411,0.7954377736597844,0.2045622263402156,0.20433199833047327,0.6511627906976744,0.34883720930232565,0.3237924865831844,0.94093466,0.059065342,0.6153846153846154,0.3846153846153846,0.45384615384615384,0.30085784432919616,Low Drift
24,mrpc,The company has said it plans to restate its earnings for 2000 through 2002 .,The firm intends to amend its financial results covering 2000-2002.,0.7253334522247314,0.73694575,0.6737480438401677,0.18248175182481755,0.8175182481751825,0.8174654314597484,0.4,0.6,0.5846153846153845,0.92071056,0.07928944,0.25,0.75,0.6103896103896104,0.6846649895191272,High Drift
25,mrpc,Results from No. 2 U.S. soft drink maker PepsiCo Inc . PEP.N were likely to be in the spotlight .,The No. 2 U.S. soft drink maker PepsiCo Inc.'s results were likely to attract attention.,0.5687464475631714,0.83826375,0.514052866528065,0.6826893193825753,0.31731068061742473,0.31711308602426047,0.6486486486486486,0.3513513513513514,0.32640332640332653,0.9304938,0.06950623,0.6363636363636364,0.36363636363636365,0.4020618556701031,0.43713500240235637,Medium Drift
26,mrpc,""" The result is an overall package that will provide significant economic growth for our employees over the next four years . """,This full agreement will ensure substantial financial benefits for our employees over the coming four years.,0.7614668607711792,0.7100842,0.7105986822260757,0.3974011479591837,0.6025988520408163,0.602483830000886,0.4444444444444445,0.5555555555555556,0.5384615384615384,0.9155294,0.08447063,0.2962962962962963,0.7037037037037037,0.5354330708661418,0.6545482830281304,High Drift
27,mrpc,"The songs are on offer for 99 cents each , or $ 9.99 for an album .","Songs are available for 99¢ apiece, or an album for $9.99.",0.3469666838645935,0.93980694,0.2878708869657784,0.6068027210884355,0.39319727891156453,0.3930216486015534,0.5185185185185186,0.4814814814814814,0.46153846153846145,0.9410139,0.058986127,0.5333333333333333,0.4666666666666667,0.5970149253731343,0.34363455420747,Low Drift
28,mrpc,"However , the talk was downplayed by PBL which said it would focus only on smaller purchases that were immediately earnings and cash flow accretive .","PBL, however, downplayed the discussion, stating it would exclusively target minor buys that immediately enhance earnings and cash flow.",0.5674729347229004,0.8389873,0.5127540751036048,0.4349881796690307,0.5650118203309693,0.5648859192659421,0.46511627906976744,0.5348837209302326,0.5169946332737031,0.9143875,0.085612476,0.3870967741935484,0.6129032258064516,0.5570469798657718,0.524028555570092,High Drift
29,mrpc,Comcast Class A shares were up 8 cents at $ 30.50 in morning trading on the Nasdaq Stock Market .,Comcast's Class A stock increased 8 cents to $30.50 on Nasdaq this morning.,0.4102570414543152,0.91584456,0.3524175260644836,0.4776504043366213,0.5223495956633787,0.5222113466317327,0.5294117647058824,0.47058823529411764,0.4502262443438914,0.9360277,0.063972294,0.4782608695652174,0.5217391304347826,0.5154639175257731,0.405938033833815,Medium Drift
30,mrpc,The Washington Post said Airlite would shut down its first shift and parts of the second shift Monday to accommodate the president ’ s appearance .,"According to The Washington Post, Airlite was closing its first and part of its second shifts Monday for the president's visit.",0.4877077341079712,0.8810706,0.43140557569863736,0.6415922770492279,0.35840772295077206,0.35822202330473757,0.6521739130434783,0.34782608695652173,0.32274247491638797,0.9362464,0.063753605,0.4642857142857143,0.5357142857142857,0.46938775510204084,0.3950362450634075,Medium Drift
31,mrpc,Several of the questions asked by the audience in the fast-paced forum were new to the candidates .,A number of audience questions at the quick forum were unfamiliar to the candidates.,0.5604397058486938,0.8429537,0.5055812402021993,0.5068181818181817,0.4931818181818183,0.4930351269569795,0.5,0.5,0.4807692307692308,0.94537354,0.054626465,0.4,0.6,0.5555555555555556,0.49810961566656164,High Drift
32,mrpc,"Meanwhile , the global death toll approached 770 with more than 8,300 people sickened since the severe acute respiratory syndrome virus first appeared in southern China in November .","Globally, the severe acute respiratory syndrome (SARS) virus, first emerging in southern China in November, has sickened over 8,300 people, resulting in nearly 770 deaths.",0.6369034647941589,0.7971771,0.5835627659944449,0.617140636521254,0.38285936347874605,0.3826807410079729,0.4814814814814815,0.5185185185185185,0.49999999999999994,0.914441,0.08555901,0.47058823529411764,0.5294117647058824,0.7802197802197802,0.5266738077982616,High Drift
33,mrpc,"Contrary to what PeopleSoft management would have you believe , Oracle intends to fully support PeopleSoft customers and products for many years to come . ""","Despite PeopleSoft management's assertions, Oracle is committed to long-term comprehensive support for PeopleSoft customers and products.",0.43760955333709717,0.9042491,0.3803129714399999,0.3964444444444445,0.6035555555555555,0.6034408104196816,0.4390243902439025,0.5609756097560975,0.5440900562851781,0.9217684,0.07823157,0.32142857142857145,0.6785714285714286,0.6089743589743589,0.4576939562049719,High Drift
34,mrpc,"The downtime , to take place in May and June , is expected to cut production by 60 million to 70 million board feet .","During May and June, anticipated production halts will likely cut output by 60 to 70 million board feet.",0.46499747037887573,0.89188886,0.40824452474896794,0.5354616769547325,0.46453832304526754,0.4643833413732112,0.55,0.44999999999999996,0.4288461538461538,0.9272549,0.072745085,0.48,0.52,0.6068376068376068,0.42359261389325376,Medium Drift
35,mrpc,"On July 3 , Troy is expected to be sentenced to life in prison without parole .",Troy is scheduled on July 3 to face a life sentence with no parole.,0.37352028489112854,0.93024135,0.3149515635096112,0.5145413870246085,0.4854586129753915,0.48530968638001537,0.4137931034482759,0.5862068965517241,0.5702917771883288,0.92388535,0.076114655,0.4,0.6,0.5949367088607594,0.40009123081943554,Medium Drift
36,mrpc,"The University of Michigan released a new undergraduate admission process Thursday , dropping a point system the U.S. Supreme Court found unconstitutional in June .","U-M announced its updated undergraduate admissions Thursday, abandoning a point system deemed unconstitutional by the Supreme Court in June.",0.6899812817573547,0.7619629,0.6376941507131009,0.4866613178216827,0.5133386821783172,0.513197825067515,0.5,0.5,0.4807692307692308,0.93947285,0.060527146,0.4,0.6,0.5487804878048781,0.5814099015952097,High Drift
37,mrpc,The processors were announced in San Jose at the Intel Developer Forum .,The processors debuted at San Jose's Intel Developer Forum.,0.4009231626987457,0.9196302,0.3428983745480344,0.5952065677966102,0.4047934322033898,0.4046211582329711,0.6363636363636365,0.36363636363636354,0.3391608391608391,0.9695257,0.030474305,0.6153846153846154,0.3846153846153846,0.2777777777777778,0.35449542420758273,Medium Drift
38,mrpc,It said the damage to the wing provided a pathway for hot gasses to penetrate the ship 's thermal armor during Columbia 's ill-fated reentry .,Reports indicated that wing damage enabled hot gases to bypass the ship's thermal protection during Columbia's catastrophic reentry.,0.5255866050720215,0.8618796,0.47003632304616133,0.42555227471566054,0.5744477252843394,0.5743245553061294,0.47826086956521735,0.5217391304347827,0.5033444816053513,0.9420784,0.05792159,0.36666666666666664,0.6333333333333333,0.49295774647887325,0.49755560120999287,High Drift
39,mrpc,"Also demonstrating box-office strength _ and getting seven Tony nominations _ was a potent revival of Eugene O 'Neill 's family drama , "" Long Day 's Journey Into Night . ""","The potent revival of Eugene O'Neill's family drama, ""Long Day's Journey Into Night,"" was a box-office hit that also secured seven Tony nominations.",0.317253440618515,0.9496752,0.2575678509063308,0.7945087691661417,0.20549123083385834,0.20526127171108957,0.5555555555555556,0.4444444444444444,0.4230769230769231,0.9183173,0.08168268,0.7096774193548387,0.29032258064516125,0.7965116279069767,0.28020834950140094,Low Drift
40,mrpc,But Secretary of State Colin Powell brushed off this possibility Wednesday .,Yet Secretary of State Colin Powell dismissed this possibility Wednesday.,0.33433797955513,0.9441092,0.2749915092787169,0.7282110091743119,0.2717889908256881,0.27157822063489956,0.761904761904762,0.23809523809523803,0.20879120879120877,0.9843639,0.015636086,0.6153846153846154,0.3846153846153846,0.17105263157894737,0.2610687914524518,Low Drift
41,mrpc,"Thomas and Tauzin say , as do many doctors , that the Bush administration has the power to correct some of those flaws .","Thomas and Tauzin, along with many physicians, assert the Bush administration can fix some of those deficiencies.",0.38708221912384033,0.9250838,0.32878269526073567,0.4906523308994624,0.5093476691005376,0.5092056568484683,0.5263157894736842,0.4736842105263158,0.45344129554655876,0.9549292,0.045070827,0.37037037037037035,0.6296296296296297,0.475,0.38979900763544684,Medium Drift
42,mrpc,"Based on experience elsewhere , it could take up to two years before regular elections are held , he added .","He noted that, based on other places' history, regular elections might not occur for up to two years.",0.6074151396751404,0.8155235,0.5534891125728425,0.4780521262002744,0.5219478737997256,0.5218095084954708,0.3333333333333333,0.6666666666666667,0.6538461538461539,0.9138372,0.086162806,0.3333333333333333,0.6666666666666667,0.7685185185185185,0.5672246000120305,High Drift
43,mrpc,"The first biotechnology treatment for asthma , the constriction of the airways that affects millions around the world , received approval from the US Food and Drug Administration yesterday .","Yesterday, the US FDA approved the first biotech therapy for asthma, a condition defined by airway constriction affecting millions worldwide.",0.39611542224884033,0.92154634,0.3379952028877958,0.3242501056189269,0.6757498943810731,0.6756560448570156,0.29787234042553196,0.7021276595744681,0.6906710310965629,0.92078996,0.07921004,0.23529411764705882,0.7647058823529411,0.7105263157894737,0.4760625369233932,High Drift
44,mrpc,"FBI agents arrested a former partner of Big Four accounting firm Ernst & Young ERNY.UL on criminal charges of obstructing federal investigations , U.S. officials said on Thursday .",U.S. officials reported Thursday that the FBI apprehended a former Ernst & Young partner on criminal charges of impeding federal probes.,0.5198065638542175,0.8649007,0.46414155094075255,0.5593368569147115,0.44066314308528853,0.44050125108618154,0.40816326530612246,0.5918367346938775,0.5761381475667189,0.92007875,0.079921246,0.46875,0.53125,0.6388888888888888,0.48181281029503165,High Drift
45,mrpc,"The latest shooting linked to the spree was a November 11 shooting at Hamilton Central Elementary School in Obetz , about 3km from the freeway .","The spree's latest shooting occurred Nov. 11 at Hamilton Central Elementary School in Obetz, about 3km from the freeway.",0.21062861382961273,0.97781795,0.14882657536607513,0.7111752976365022,0.2888247023634978,0.28861886291410954,0.7272727272727272,0.2727272727272728,0.2447552447552449,0.95717746,0.04282254,0.6666666666666666,0.33333333333333337,0.3194444444444444,0.19597076675351596,Low Drift
46,mrpc,PDC will also almost certainly fan the flames of speculation about Longhorn 's release .,PDC is almost certain to further fuel talk about Longhorn's release.,0.33784419298171997,0.9429308,0.2785673192641212,0.40760869565217384,0.5923913043478262,0.5922733278801989,0.4615384615384615,0.5384615384615385,0.5207100591715976,0.93656135,0.063438654,0.3,0.7,0.36363636363636365,0.38973706896883203,Medium Drift
47,mrpc,Sales - a figure watched closely as a barometer of its health - rose 5 percent instead of falling as many industry experts had predicted .,"Company sales, a vital health indicator, rose 5%, defying many industry experts who predicted a decline.",0.5123971700668335,0.8687247,0.45658508444336415,0.4,0.6,0.5998842257597684,0.46153846153846156,0.5384615384615384,0.5207100591715975,0.9176152,0.082384825,0.34615384615384615,0.6538461538461539,0.6159420289855072,0.49806990765229164,High Drift
48,mrpc,"NEC is pitching its wireless gear and management software to a variety of industries , including health care and hospitality .","NEC markets its wireless technology and software solutions across diverse sectors, such as healthcare and hospitality.",0.44423818588256836,0.90132624,0.3870731789806814,0.3375668449197861,0.6624331550802138,0.662335451217719,0.39999999999999997,0.6000000000000001,0.5846153846153846,0.93418837,0.065811634,0.2222222222222222,0.7777777777777778,0.48412698412698413,0.4816340745550296,High Drift
49,mrpc,"Elena Slough , considered to be the nation 's oldest person and the third oldest person in the world , died early Sunday morning .","Elena Slough, widely regarded as the nation's oldest and the world's third oldest person, passed away early Sunday.",0.2142522782087326,0.97704816,0.15252216764586765,0.5861365953109072,0.4138634046890928,0.41369375589160773,0.6190476190476191,0.38095238095238093,0.35714285714285715,0.9557116,0.044288397,0.5217391304347826,0.4782608695652174,0.43846153846153846,0.24568062319441358,Low Drift
50,mrpc,""" We are declaring war on sexual harassment and sexual assault .",We are committed to combating sexual harassment and assault.,0.7906686067581177,0.68742156,0.7403800680651262,0.5162738496071829,0.4837261503928171,0.4835767223610929,0.631578947368421,0.368421052631579,0.34412955465587053,0.9255966,0.074403405,0.5,0.5,0.453125,0.6097692962424685,High Drift
51,mrpc,"El Watan , an Algerian newspaper , reported that the kidnappers fiercely resisted the army assault this morning , firing Kalashnikov rifles .","El Watan, an Algerian newspaper, stated the abductors fiercely fought against the army's morning raid, employing Kalashnikov rifles.",0.6747549176216125,0.7723529,0.6221655509692621,0.5921052631578947,0.4078947368421053,0.4077233604996573,0.631578947368421,0.368421052631579,0.34412955465587053,0.9522049,0.047795117,0.44,0.56,0.3900709219858156,0.5236699136126628,High Drift
52,mrpc,Shares of Hartford rose $ 2.88 to $ 46.50 in New York Stock Exchange composite trading .,"Hartford's stock gained $2.88, closing at $46.50 on the NYSE composite.",0.49939754605293274,0.8753011,0.4433274244837942,0.362309480754327,0.637690519245673,0.6375856539835154,0.39999999999999997,0.6000000000000001,0.5846153846153846,0.9014369,0.098563075,0.30434782608695654,0.6956521739130435,0.6818181818181818,0.5104366624100565,High Drift
53,mrpc,"Tokyo Electric Power Co . , Asia 's largest power company , won approval to restart the first of 17 nuclear reactors it shut down after it admitted falsifying inspection reports .","Tokyo Electric Power Co., Asia's largest utility, received approval to restart the first of 17 reactors, shut down after it admitted fabricating inspection reports.",0.2787765562534332,0.9611418,0.21832721989496678,0.7814318107229167,0.21856818927708332,0.2183420150916353,0.830188679245283,0.16981132075471705,0.13788098693759082,0.956858,0.04314202,0.7586206896551724,0.24137931034482762,0.21787709497206703,0.2022409323428253,Low Drift
54,mrpc,"Tuition at four-year private colleges averaged $ 19,710 this year , up 6 percent from 2002 .","Private four-year colleges saw average tuition hit $19,710 this year, a 6% rise since 2002.",0.29631537199020386,0.9560987,0.2362141722316664,0.6349206349206349,0.3650793650793651,0.364895596444077,0.6060606060606061,0.3939393939393939,0.3706293706293706,0.92978,0.07021999,0.47619047619047616,0.5238095238095238,0.5217391304347826,0.28883349675368936,Low Drift
55,mrpc,"He said that with the U.S.-backed peace plan , or road map , “ in a coma , ” the attack could easily widen conflict through the region .","He stated that with the US-backed peace plan (roadmap) effectively stalled, the attack could easily broaden regional conflict.",0.5566657781600952,0.8450617,0.5017324019624205,0.548360655737705,0.451639344262295,0.4514806291665678,0.5454545454545454,0.4545454545454546,0.43356643356643365,0.9303061,0.06969392,0.36666666666666664,0.6333333333333333,0.4264705882352941,0.4780488537240526,High Drift
56,mrpc,"A successful attack could be launched within any type of document that supports VBA , including Microsoft Word , Excel or PowerPoint .","Effective attacks are possible in any VBA-enabled document, like Microsoft Word, Excel, or PowerPoint.",0.30785664916038513,0.95261216,0.24798453790207298,0.4574358974358975,0.5425641025641025,0.5424317043304018,0.4571428571428572,0.5428571428571428,0.5252747252747252,0.93696856,0.063031435,0.2962962962962963,0.7037037037037037,0.5223880597014925,0.3623320086622692,Medium Drift
57,mrpc,"Officials at Brandeis said this was an "" extremely heartrending "" time for the campus .",Brandeis leaders stated this was a deeply upsetting time for the university.,0.6192262172698975,0.8082796,0.5655346340694598,0.436046511627907,0.563953488372093,0.5638272809881196,0.48000000000000004,0.52,0.5015384615384615,0.90568703,0.094312966,0.3157894736842105,0.6842105263157895,0.5172413793103449,0.5523939289469921,High Drift
58,mrpc,Fewer than a dozen FBI agents were dispatched to secure and analyze evidence .,A small team of FBI agents was sent to obtain and assess evidence.,0.6352057456970215,0.79825675,0.5818313480339985,0.327991452991453,0.6720085470085471,0.6719136146053657,0.46153846153846156,0.5384615384615384,0.5207100591715975,0.92475396,0.075246036,0.3,0.7,0.5,0.5876235435757917,High Drift
59,mrpc,Those who only had surgery lived an average of 46 months .,Only surgical patients averaged 46 months of life.,0.5943529605865479,0.8233724,0.5401676558520645,0.34766355140186916,0.6523364485981309,0.6522358223893315,0.4210526315789474,0.5789473684210527,0.562753036437247,0.92142665,0.078573346,0.26666666666666666,0.7333333333333334,0.6379310344827587,0.5670983652765544,High Drift
60,mrpc,Tonight a spokesman for Russia 's foreign ministry said the ministry may issue a statement on Thursday clarifying Russia 's position on cooperation with Iran 's nuclear-energy efforts .,"Russia's foreign ministry, through a spokesman, announced tonight it may issue a Thursday statement clarifying its position on Iran's nuclear energy cooperation.",0.3161088824272156,0.9500376,0.2564005738152424,0.6259649122807018,0.37403508771929816,0.37385391118897093,0.5660377358490567,0.4339622641509433,0.4121915820029027,0.92277974,0.07722026,0.6666666666666666,0.33333333333333337,0.6054054054054054,0.3110494429275201,Low Drift
61,mrpc,"A day earlier , a committee appointed by reformist President Mohammad Khatami called for an independent judicial inquiry into Kazemi 's death .","The previous day, a committee chosen by reformist President Mohammad Khatami demanded an impartial judicial probe into Kazemi's demise.",0.4289696514606476,0.90799254,0.3715015718918643,0.5914328586393363,0.40856714136066374,0.40839595963602143,0.6341463414634146,0.36585365853658536,0.34146341463414637,0.956509,0.043491006,0.48148148148148145,0.5185185185185186,0.36363636363636365,0.3728728179891521,Medium Drift
62,mrpc,"The suite comes complete with a word processor , spreadsheet , presentation software and other components , while continuing its tradition of utilizing an XML-based file format .","This software suite features word processing, spreadsheet, and presentation tools, among others, while maintaining its traditional use of an XML file format.",0.48328715562820435,0.88321686,0.4268972509773476,0.4518218623481781,0.5481781376518219,0.5480473643197384,0.5531914893617023,0.44680851063829774,0.4255319148936169,0.9332152,0.0667848,0.38235294117647056,0.6176470588235294,0.4157303370786517,0.4508542064290796,High Drift
63,mrpc,"Downstream at Mount Vernon , the Skagit River was expected to crest at 36 feet -- 8 feet above flood stage -- tonight , Burke said .","Downstream at Mount Vernon, the Skagit River's peak is forecast for tonight at 36 feet, exceeding flood stage by 8 feet, Burke said.",0.3462148904800415,0.9400677,0.28710417086371365,0.7869675230786343,0.21303247692136573,0.2128047005036874,0.6086956521739131,0.3913043478260869,0.36789297658862874,0.94971246,0.050287545,0.5555555555555556,0.4444444444444444,0.3409090909090909,0.28840203793669145,Low Drift
