idx,dataset_source,Type_2,Type_5_1st,Type_5_3rd,sds_step_a,sds_step_b,sds_e2e,sbert_step_a,sbert_step_b,meteor_step_a,meteor_step_b,rouge_step_a,rouge_step_b,jaccard_step_a,jaccard_step_b
45,mrpc,The latest shooting linked to a spree that began in November at Hamilton Central Elementary School in Obetz.,The most recent shooting is connected to a spree that started in November at Hamilton Central Elementary School in Obetz.,The latest incident is tied to a series of attacks commencing last November at Obetz's Hamilton Central Elementary School.,0.11813092871448631,0.5390466432051993,0.5395063020743719,0.1105520782645227,0.6211709382036199,0.1274194614104424,0.3817204014151373,0.13157894736842113,0.45,0.6363636363636364,0.39285714285714285
46,mrpc,PDC will also reveal Project Flame details and confirm Longhorn's release date.,PDC is set to unveil information on Project Flame and announce Longhorn's launch date.,The PDC is set to reveal information on Project Flame and announce Longhorn's launch date.,0.46859182396442317,0.07094175485034779,0.4357548162700217,0.4571195103570066,0.11395357743072566,0.5216005887510962,0.0063964290563362,0.45,0.006451612903225795,0.3333333333333333,0.8235294117647058
47,mrpc,"Sales - a figure watched , acts as a key barometer of business health, showing growth or decline in percent.","Sales, a closely tracked metric, gauge business vitality by indicating percentage changes in growth or decline.","Revenue serves as a key indicator of business performance, revealing proportional shifts in its growth or reduction.",0.5638872022346132,0.6638883764932835,0.658463899606095,0.509797570883588,0.6392375202198827,0.6782785926399493,0.7350626551401024,0.6117647058823529,0.6666666666666667,0.2692307692307692,0.17857142857142858
48,mrpc,NEC is pitching its new gear and a variety of integrated management software for improved operations.,NEC is showcasing its new equipment and diverse management solutions designed to optimize operations.,NEC showcases its newest technologies and diverse management approaches to streamline operations.,0.48196261459531653,0.3796504414367875,0.5741753962915106,0.42853068081657336,0.3905532898917623,0.637554363860196,0.40351541443172756,0.48666666666666664,0.32307692307692315,0.30434782608695654,0.3684210526315789
49,mrpc,"Elena Slough , considered to be the nation's oldest person at one point, was a remarkable individual.","Elena Slough, once recognized as the nation's oldest person, was truly remarkable.","Elena Slough, who once held the title of the nation's oldest, was truly remarkable.",0.2481189563632105,0.19264848510773236,0.34491769704261105,0.15518868453330603,0.160855210068574,0.4350287282161341,0.2663910810472254,0.34000000000000014,0.21428571428571436,0.42857142857142855,0.5882352941176471
50,mrpc,""" We declare war on harassment and assault, seeking justice.","We confront harassment and assault, striving for justice.","Enduring abuse and violence, we strive for justice.",0.5572996377654889,0.48640097400255206,0.7822149624916882,0.6449563097980144,0.5132381259055436,0.4986880829628129,0.4422904922961293,0.3529411764705882,0.45,0.4166666666666667,0.3333333333333333
51,mrpc,"El Watan , an influential Algerian newspaper, extensively covered the army's recent operation against a dangerous kidnapper.","El Watan, a leading Algerian daily, widely reported on the military's recent action targeting a perilous abductor.","Algeria's leading newspaper, El Watan, widely reported on the recent military action against a dangerous abductor.",0.5000165335245413,0.32404902607138913,0.4866036014984657,0.4628647447446397,0.3194127429589326,0.5514884333887875,0.29057833005157635,0.56,0.37142857142857133,0.25925925925925924,0.6190476190476191
52,mrpc,Shares of Hartford Financial Services Group traded higher on the New York Stock Exchange today.,Hartford Financial Services Group's stock increased on the NYSE during today's trading.,"On the NYSE today, Hartford Financial Services Group's shares rose.",0.4394074974984692,0.4151050632631911,0.5099009763622495,0.42684026034858086,0.3812863461958114,0.44755118920522413,0.3716662777285212,0.4689655172413792,0.5599999999999999,0.4,0.6
53,mrpc,"Tokyo Electric Power Co . , warned of potential power shortages this summer across the Tokyo metropolitan area due to increased demand for electricity.","TEPCO cautioned that the Tokyo metropolitan area could face electricity shortfalls this summer, driven by a surge in demand.","TEPCO has issued a warning, indicating that the greater Tokyo area might experience a shortage of electrical power this summer, largely due to an anticipated surge in demand.",0.6105012666690546,0.4377595767787466,0.5988883091394671,0.5555170067956122,0.4058546831983976,0.6542479958852656,0.4861274513198168,0.7317073170731707,0.4851063829787234,0.25806451612903225,0.3142857142857143
54,mrpc,"Tuition at four year colleges increased 2 percent this year, well above the national average tuition.","Costs for four-year colleges went up 2% this year, significantly above the national average tuition.","College fees rose 2% this year, significantly surpassing the national average.",0.30388364384294825,0.41591923981604056,0.4673215943754999,0.3156304811888295,0.41138568619379123,0.32877677564825253,0.4972909923506807,0.24374999999999997,0.3481481481481482,0.5263157894736842,0.3684210526315789
55,mrpc,"He said that with the peace plan finally agreed upon, there was a renewed sense of hope for a lasting resolution to the long-standing conflict and a brighter future for all.",He noted that the peace plan's finalization offered fresh hope for a permanent end to the prolonged conflict and a more promising future for all.,He noted the finalized peace deal sparked fresh hope for an enduring end to the prolonged conflict and a more promising future for everyone.,0.35798408097792517,0.28335092155875174,0.4862565687286381,0.3241234450247635,0.311288470950949,0.462377656022232,0.2748891949409116,0.3551724137931034,0.20800000000000013,0.34210526315789475,0.5517241379310345
56,mrpc,"A successful attack could exploit a VBA vulnerability in Microsoft Word, Excel, or PowerPoint, compromising user data.","An attacker could leverage a VBA flaw in Microsoft Word, Excel, or PowerPoint to breach user data.","Cybercriminals can leverage a VBA weakness in Office apps like Word, Excel, or PowerPoint to jeopardize user information.",0.2715510362174491,0.3718676042636474,0.44852637415288116,0.2757655280064857,0.3514013513311873,0.3069291853030827,0.43370539589610385,0.2235294117647058,0.37142857142857133,0.5,0.4
57,mrpc,Officials at Brandeis say they are taking their time on campus development.,Brandeis leaders indicate they'll take a cautious approach to campus growth.,Brandeis's leadership intends to proceed carefully with campus growth.,0.7168828462053682,0.592493659461161,0.7703952909304078,0.7059367324851673,0.5433492096737644,0.8332707002380059,0.7324206682845115,0.6333333333333334,0.6000000000000001,0.14285714285714285,0.2222222222222222
58,mrpc,Fewer than a dozen FBI agents found the evidence at the dispatch.,A handful of FBI agents located the evidence at the dispatch.,FBI personnel retrieved the evidence from the dispatch center.,0.39696730279607373,0.5324937324665782,0.6797998995296771,0.46828098295385356,0.5418622720625367,0.34521095642315547,0.586881846145281,0.2347826086956522,0.45,0.5,0.2857142857142857
59,mrpc,Those who have surgery live an average of a month longer.,Surgical patients gain an average month of life.,Surgery typically prolongs patients' lives by roughly one month.,0.5432828037532149,0.592103531630536,0.5478488203011941,0.45295664237703803,0.44761479085777633,0.7049125126875921,0.8764968149911155,0.6526315789473685,0.7411764705882352,0.26666666666666666,0.13333333333333333
60,mrpc,"Tonight a spokesman for Russia 's Foreign Ministry commented on the ongoing negotiations with Iran concerning nuclear energy, stating talks were complex but progressing.","This evening, a Russian Foreign Ministry spokesman discussed ongoing nuclear energy talks with Iran, stating they were complicated but advancing.","This evening, a Russian diplomat discussed the ongoing nuclear power talks with Iran, noting their complexity yet affirming advancement.",0.4440728077357295,0.4232771342611958,0.5832053887262678,0.36533594608051206,0.4213013523456159,0.5743562004371114,0.4729944347819518,0.5499999999999998,0.37948717948717947,0.41935483870967744,0.3448275862068966
61,mrpc,"A day earlier , reformist leader Mohammad Khatami had formed a committee to investigate the Kazemi case.","The previous day, reformist leader Mohammad Khatami established a panel to probe the Kazemi case.","A day ago, reformist leader Mohammad Khatami set up a panel to probe the Kazemi case.",0.3397281146974931,0.13120052460559817,0.3448309343890762,0.3327207378994719,0.09880173947416786,0.4101557791438884,0.21121030783129383,0.2903225806451613,0.14838709677419343,0.5263157894736842,0.7058823529411765
62,mrpc,"The suite comes complete with a full-featured word processor, a powerful spreadsheet, and robust XML support for seamless data integration, making it a complete software suite.","This software package provides a comprehensive word processor, a powerful spreadsheet, and robust XML capabilities for smooth data integration, making it a complete solution.","This software provides a comprehensive word processor, a sophisticated spreadsheet, and robust XML capabilities, enabling seamless data integration, thereby forming a complete platform.",0.4565702281960937,0.2597721011502262,0.4466752794865501,0.5339626103236399,0.2780246824904303,0.3711593884409214,0.2605311391309041,0.30980392156862735,0.20425531914893613,0.5,0.5357142857142857
63,mrpc,"Downstream at Mount Vernon , the Potomac River flows gently past the foot of the historic estate, offering peaceful views of the iconic mansion.","Further downstream at Mount Vernon, the Potomac River gently skirts the historic estate, affording calm vistas of its famed mansion.","At Mount Vernon, a bit downstream, the Potomac gracefully flows by the historic estate, giving peaceful vistas of its famous mansion.",0.30220984059814743,0.285090848221979,0.3101408456623522,0.24519242782452622,0.24623719684678064,0.44058819858692577,0.33064508959394334,0.3348837209302326,0.3560975609756098,0.46153846153846156,0.4444444444444444
64,mrpc,"Physicians who violate serious ethical standards face a ban, large fine, or a year in prison.","Doctors who commit grave ethical misconduct can be banned, heavily fined, or imprisoned for a year.","Physicians who commit grave ethical violations risk license loss, major fines, or up to a year in jail.",0.4036396484812456,0.4332319782100429,0.36272806264531493,0.31285934950588407,0.4271874551055817,0.5608701938885758,0.4022445845569986,0.5187499999999999,0.4823529411764706,0.19230769230769232,0.25925925925925924
